finished_first_q1,finished_first_q2,dif_seconds_quali_first_second,dif_seconds_quali_second_third,dif_seconds_quali_third_fourth,dif_seconds_qualif_fourth_fifth,isAmericas,isAustralia,isEurope,is_reigning_constructor_champion,is_reigning_driver_champion,driverAge,hadRain,avg_temp,avg_humidity,avg_pressure,avg_wind_speed,constructorPositionPreRace,driverPositionPreRace,is_leader_25_percent_through,is_leader_50_percent_through,finishedFirst
0,0,0.18900000000000716,0.04000000000000625,0.00899999999998613,0.5490000000000066,0,0,0,0.0,0.0,11790,0,71.74,55.1,1014.1200000000001,10.28,2.0,5.0,0,0,0
0,0,0.26600000000000534,0.1460000000000008,0.09199999999999875,0.07399999999999807,1,0,0,0.0,0.0,8046,1,72.52000000000001,55.588,1010.9399999999999,3.6799999999999997,2.0,3.0,0,0,0
0,1,0.012000000000000455,0.5259999999999962,0.1490000000000009,0.24200000000000443,0,0,1,0.0,0.0,11269,0,80.64,37.652,1013.0,6.18,1.0,2.0,1,1,1
0,0,0.012000000000000455,0.05500000000000682,0.04099999999999682,0.1839999999999975,1,0,0,0.0,0.0,11024,0,71.82,28.536,1019.9,11.28,1.0,2.0,1,1,1
1,1,0.12300000000000466,0.06799999999999784,0.028999999999996362,0.1460000000000008,1,0,0,0.0,0.0,8083,0,68.5,63.227999999999994,1015.0200000000001,13.84,3.0,4.0,1,1,1
1,0,0.19400000000000261,0.16600000000001103,0.07999999999998408,0.12000000000000455,0,0,0,1.0,1.0,12746,0,78.46000000000001,61.105999999999995,1015.3,8.36,1.0,1.0,1,1,1
1,1,1.2160000000000082,0.18199999999998795,0.030000000000001137,0.22100000000000364,0,0,1,1.0,1.0,12970,0,65.72,39.65,1022.8799999999999,7.44,1.0,4.0,1,1,1
0,1,0.0,0.8229999999999933,0.16800000000000637,0.2289999999999992,0,0,1,1.0,1.0,12977,1,68.62,82.498,1013.64,4.82,1.0,2.0,1,1,1
0,0,0.3130000000000024,0.7090000000000032,0.10199999999998965,0.355000000000004,0,0,1,1.0,1.0,12991,0,69.84,47.444,1015.3799999999999,10.74,1.0,1.0,1,1,1
1,1,0.06300000000000239,0.8649999999999949,0.0940000000000083,0.12099999999999511,0,0,1,0.0,0.0,11304,0,78.42,58.688,1017.4399999999999,8.959999999999999,1.0,2.0,1,0,0
1,1,0.0589999999999975,0.6490000000000009,0.18999999999999773,0.10699999999999932,0,0,1,1.0,1.0,13005,0,82.96,65.788,1011.1600000000001,11.48,1.0,1.0,1,1,1
1,1,0.5109999999999957,0.014999999999986358,0.28300000000001546,0.20300000000000296,0,0,1,1.0,1.0,13019,0,60.46,67.894,1010.82,6.959999999999999,1.0,1.0,1,1,1
1,0,0.06900000000000261,0.7389999999999901,0.025000000000005684,0.07500000000000284,0,0,1,1.0,1.0,13026,0,78.54,47.124,1011.64,5.5600000000000005,1.0,1.0,1,1,0
0,1,0.0589999999999975,0.3059999999999974,0.4450000000000074,0.3159999999999883,0,0,1,1.0,1.0,13033,0,88.1,38.86,1022.4799999999999,9.52,1.0,1.0,1,1,1
0,0,0.5630000000000024,0.08899999999999864,0.3610000000000042,0.046999999999997044,0,0,0,1.0,1.0,13047,0,82.5,48.948,1014.0,6.7,1.0,1.0,1,0,0
0,0,0.2560000000000002,0.03699999999999193,0.472999999999999,0.012000000000000455,0,0,1,0.0,0.0,11367,0,49.260000000000005,64.498,1019.9200000000001,5.18,1.0,2.0,0,0,0
1,0,-0.14999999999999147,-0.18600000000000705,-0.13299999999999557,0.0,0,0,1,1.0,1.0,13075,0,67.82000000000001,78.676,1020.76,12.66,1.0,1.0,0,1,1
1,1,0.09700000000000841,0.46999999999999886,0.3259999999999934,0.018000000000000682,0,0,1,0.0,0.0,11388,1,60.4,84.178,1022.32,2.54,1.0,2.0,1,0,0
0,0,0.29000000000000625,1.2659999999999911,1.1270000000000095,1.1469999999999914,0,0,0,0.0,0.0,8053,1,57.760000000000005,70.51599999999999,1023.32,3.7,5.0,11.0,1,1,0
1,1,0.2890000000000015,0.125,0.5960000000000036,0.04800000000000182,0,0,0,1.0,1.0,13110,0,76.84,68.432,1015.64,5.4799999999999995,1.0,1.0,1,1,1
1,0,0.02599999999999625,0.030000000000001137,0.17999999999999972,0.1769999999999996,0,0,0,0.0,0.0,11423,0,68.02000000000001,63.08,1015.26,15.680000000000001,1.0,2.0,0,0,0
0,0,0.024999999999991473,0.06099999999999284,0.16500000000000625,0.07399999999999807,0,0,0,0.0,0.0,8475,0,73.2,53.67,1015.74,10.059999999999999,2.0,3.0,1,1,1
1,0,0.38800000000000523,0.2009999999999934,0.09199999999999875,0.13100000000000023,0,0,0,0.0,0.0,8580,0,69.58333333333333,49.64333333333334,1015.0833333333334,25.2,2.0,1.0,1,1,0
1,0,0.03499999999999659,0.05200000000000671,0.24199999999999022,0.04999999999999716,0,0,1,1.0,1.0,13250,1,56.28333333333333,51.57666666666666,1015.5500000000001,5.033333333333334,1.0,1.0,0,0,0
1,0,0.007000000000005002,0.39099999999999113,0.14400000000000546,0.1490000000000009,0,0,1,0.0,0.0,11570,0,64.66666666666667,48.925000000000004,1017.0666666666666,14.983333333333334,1.0,5.0,1,0,0
0,0,0.036000000000001364,0.09600000000000364,0.6370000000000005,0.06999999999999318,0,0,1,1.0,1.0,13271,0,69.96666666666665,66.19,1007.0333333333333,8.299999999999999,1.0,1.0,0,0,1
0,1,0.22999999999998977,0.025000000000005684,0.010000000000005116,0.009000000000000341,0,0,1,0.0,0.0,8620,0,69.55,58.653333333333336,1014.4666666666667,17.033333333333335,4.0,5.0,0,0,0
0,0,0.23199999999999932,0.11299999999999955,0.001999999999995339,0.01099999999999568,0,0,0,0.0,0.0,8634,0,74.46666666666667,57.84166666666667,1011.6999999999999,13.299999999999999,4.0,6.0,0,0,0
1,0,0.2580000000000098,0.1280000000000001,0.0689999999999884,0.39500000000001023,0,0,1,0.0,0.0,8664,1,79.0,68.80333333333333,1008.9,14.616666666666667,1.0,1.0,0,1,1
1,0,0.1939999999999955,0.03200000000001069,0.05299999999999727,0.04800000000000182,0,0,1,0.0,0.0,8671,0,77.8,46.041666666666664,1013.1999999999999,5.25,1.0,1.0,1,1,1
1,1,0.04800000000000182,0.2220000000000013,0.023999999999993804,0.0350000000000108,0,0,1,0.0,0.0,8678,0,69.23333333333333,55.51666666666667,1010.3166666666666,2.7166666666666663,1.0,1.0,1,1,1
1,0,0.07500000000000284,0.11899999999999977,0.5,0.015999999999991132,0,0,1,0.0,0.0,8692,0,83.93333333333334,47.165,1023.8833333333333,4.433333333333334,1.0,1.0,0,0,0
0,0,0.3149999999999977,0.10600000000000875,0.5809999999999889,0.06200000000001182,0,0,1,1.0,1.0,13355,1,83.03333333333335,62.84166666666667,1004.5333333333333,7.033333333333334,2.0,2.0,0,0,0
1,0,0.32099999999999795,0.01300000000000523,0.7650000000000006,0.07099999999999795,0,0,1,0.0,0.0,8734,1,53.1,98.77666666666666,1019.1333333333333,8.85,2.0,2.0,0,0,1
0,1,0.0379999999999967,0.2989999999999924,0.2560000000000002,0.049000000000006594,0,0,1,0.0,0.0,8741,0,69.61666666666666,59.44166666666666,1021.65,8.299999999999999,2.0,2.0,1,1,1
0,0,0.09599999999998943,0.31500000000001194,0.022999999999996135,0.006000000000000227,0,0,1,0.0,0.0,8748,0,78.53333333333333,44.03,1015.3000000000001,4.3999999999999995,2.0,1.0,0,0,0
0,0,0.5169999999999959,0.4730000000000132,1.066999999999993,0.10600000000000875,0,0,0,0.0,0.0,7988,1,63.13333333333333,69.60833333333333,1023.0666666666666,3.9166666666666665,3.0,4.0,1,1,0
0,0,0.13000000000000966,0.1979999999999933,0.06900000000000261,0.06099999999999284,0,0,0,0.0,0.0,11731,1,61.98333333333333,94.565,1020.85,14.016666666666666,1.0,3.0,1,1,1
0,1,0.20900000000000318,0.015000000000000568,0.340999999999994,0.13100000000000023,1,0,0,0.0,0.0,8790,0,82.86666666666667,62.26166666666666,1009.4,9.1,1.0,1.0,1,1,1
1,0,0.14499999999999602,0.2049999999999983,0.11700000000000443,0.11400000000000432,1,0,0,0.0,0.0,11759,0,68.14999999999999,34.72833333333333,1019.8666666666667,5.3,1.0,3.0,0,0,0
0,0,0.4380000000000024,0.0969999999999942,0.014000000000010004,0.29399999999999693,1,0,0,0.0,0.0,11766,0,72.10000000000001,56.22666666666667,1017.8166666666666,11.083333333333334,1.0,3.0,0,0,0
1,1,0.4549999999999983,0.19600000000001216,0.16199999999999193,0.030000000000001137,0,0,0,1.0,1.0,13467,0,80.38333333333334,68.62666666666667,1013.5833333333334,10.016666666666667,1.0,1.0,1,1,1
0,1,0.1110000000000042,0.0309999999999917,0.40100000000001046,0.06900000000000261,0,0,0,1.0,1.0,13481,0,82.84,69.25,1013.5799999999999,4.4399999999999995,1.0,2.0,0,0,1
0,1,0.3709999999999951,0.4509999999999934,0.016000000000005343,0.045000000000001705,0,0,0,0.0,0.0,8839,0,76.05,55.75333333333333,1017.3666666666667,9.299999999999999,2.0,1.0,0,0,1
1,0,0.12300000000000466,0.006000000000000227,0.23399999999999466,0.3170000000000073,0,0,0,0.0,0.0,8921,0,72.8,35.943333333333335,1010.75,12.533333333333333,3.0,7.0,1,1,1
0,0,-0.1770000000000067,-0.0589999999999975,-0.6069999999999993,0.0,0,0,0,0.0,0.0,11748,0,78.86666666666666,45.38666666666666,1013.1,14.816666666666668,10.0,18.0,1,0,0
0,0,0.28600000000000136,0.08599999999999852,0.46300000000000807,0.12199999999999989,0,1,0,0.0,0.0,8942,0,78.01666666666667,45.99166666666667,1015.6333333333333,10.816666666666668,1.0,1.0,1,1,1
0,1,0.7789999999999964,0.35300000000000864,0.03300000000000125,0.0379999999999967,0,0,1,0.0,0.0,8972,1,57.9,78.45833333333333,1005.6666666666666,5.75,3.0,6.0,1,1,1
1,1,0.19000000000001194,0.0049999999999954525,0.045000000000001705,0.43899999999999295,1,0,0,0.0,0.0,8970,1,86.7,58.279999999999994,1009.96,9.92,1.0,1.0,0,0,0
1,0,0.3230000000000075,0.09299999999998931,0.22700000000000387,0.027000000000001023,0,0,1,0.0,0.0,8984,0,94.8,14.723333333333334,1010.4166666666666,12.9,1.0,1.0,1,0,0
1,1,0.22499999999999432,0.028000000000005798,0.03699999999999193,0.18300000000000693,0,0,1,0.0,0.0,8991,0,73.55,72.18,1003.3166666666666,15.933333333333332,2.0,2.0,1,0,0
0,0,0.28199999999998226,0.06500000000001194,0.10799999999998988,0.8980000000000103,0,0,0,0.0,0.0,9005,0,82.16666666666667,35.95333333333333,1006.5500000000001,14.85,2.0,2.0,0,0,0
1,1,0.644999999999996,0.15200000000000102,0.7949999999999875,0.06900000000001683,1,0,0,0.0,0.0,9028,0,67.53333333333335,32.26833333333334,1014.1333333333333,9.033333333333333,1.0,1.0,0,1,1
0,0,0.07200000000000273,0.242999999999995,0.31799999999999784,0.3790000000000049,0,0,1,0.0,0.0,10167,1,64.76666666666667,61.69,1019.5500000000001,7.716666666666666,2.0,5.0,1,0,1
0,0,0.029000000000010573,0.05299999999999727,0.3649999999999949,0.2950000000000017,0,0,1,0.0,0.0,9049,0,68.05,43.74166666666667,1016.4666666666667,14.033333333333333,1.0,1.0,0,0,0
1,1,0.30400000000000205,0.15900000000000603,0.4299999999999926,0.2669999999999959,0,0,1,0.0,0.0,9047,0,89.64999999999999,48.45666666666667,1015.7166666666667,9.633333333333333,2.0,2.0,1,0,0
1,0,0.04399999999999693,0.146000000000015,0.20199999999999818,0.24899999999999523,0,0,1,0.0,0.0,8932,1,67.73333333333333,63.833333333333336,1013.75,16.883333333333333,3.0,5.0,0,0,0
0,0,0.632000000000005,0.16500000000000625,0.09099999999999397,0.6270000000000095,0,0,1,0.0,0.0,10223,0,66.75,48.46,1019.5833333333334,6.866666666666667,2.0,5.0,0,0,0
1,0,0.021000000000000796,0.07099999999999795,0.21399999999999864,0.42900000000000205,0,0,1,0.0,0.0,9105,0,74.88333333333334,65.31833333333334,1017.6333333333333,8.116666666666667,1.0,1.0,1,1,1
0,0,0.14499999999999602,0.12300000000000466,0.777000000000001,0.31799999999999784,0,0,1,0.0,0.0,9096,0,78.05,37.833333333333336,1014.4666666666667,4.633333333333334,2.0,2.0,0,1,0
0,1,0.02199999999999136,0.03200000000001069,0.11699999999999022,0.3830000000000098,0,0,0,0.0,0.0,9117,0,79.93333333333332,83.84333333333333,1008.4,3.4,1.0,1.0,0,0,0
1,0,0.009999999999990905,0.047000000000011255,0.347999999999999,0.45599999999998886,0,0,0,0.0,0.0,9140,1,63.550000000000004,88.25999999999999,1020.5666666666666,4.25,1.0,1.0,1,1,1
1,0,0.06499999999999773,0.027000000000015234,0.19700000000000273,0.3019999999999925,1,0,0,0.0,0.0,10279,0,84.96666666666667,49.245000000000005,1009.0833333333334,19.533333333333335,2.0,5.0,0,0,0
0,0,0.30400000000000205,0.0049999999999954525,0.04399999999999693,0.22299999999999898,1,0,0,0.0,0.0,9161,0,74.61666666666666,35.40833333333333,1017.7333333333332,4.3500000000000005,1.0,1.0,1,1,1
0,0,0.20299999999998875,0.18200000000000216,0.20400000000000773,0.09399999999999409,1,0,0,0.0,0.0,9037,0,77.64999999999999,62.38999999999999,1012.85,10.466666666666667,3.0,4.0,1,1,1
1,0,0.22799999999999443,0.04000000000000625,0.15000000000000568,0.26599999999999113,0,0,0,0.0,0.0,9182,0,83.33333333333333,59.221666666666664,1013.6333333333333,14.866666666666667,1.0,1.0,1,1,1
0,0,0.13800000000000523,0.15399999999999636,0.15399999999999636,0.18200000000000216,0,0,0,1.0,1.0,9287,0,79.53333333333333,32.623333333333335,1017.2333333333332,5.533333333333334,1.0,1.0,1,1,1
1,1,0.15500000000000114,0.3100000000000023,0.12699999999999534,0.07399999999999807,0,0,0,0.0,0.0,12105,0,77.89999999999999,49.964999999999996,1010.8000000000001,9.216666666666667,1.0,2.0,1,1,1
1,1,0.2360000000000042,0.13599999999999568,0.03499999999999659,0.13100000000000023,0,1,0,1.0,1.0,9315,0,63.166666666666664,55.15833333333333,1019.4833333333332,6.5,1.0,1.0,1,1,1
1,0,0.18799999999998818,0.10400000000001342,0.5209999999999866,0.16100000000000136,0,0,0,0.0,0.0,9327,0,72.43333333333332,58.37833333333333,1006.5833333333334,13.266666666666667,4.0,10.0,0,0,0
0,0,0.36099999999999,0.14700000000000557,0.41799999999999216,0.019000000000005457,1,0,0,0.0,0.0,12154,0,80.85999999999999,58.94199999999999,1018.8799999999999,17.54,1.0,2.0,1,0,0
1,1,0.08400000000000318,0.02200000000000557,0.08199999999999363,0.07699999999999818,0,0,1,1.0,1.0,9371,0,74.43333333333334,58.781666666666666,1013.8000000000001,8.516666666666667,1.0,1.0,1,1,1
0,1,0.4619999999999891,0.058000000000006935,0.02400000000000091,0.001999999999995339,0,0,1,1.0,1.0,9378,0,72.31666666666666,62.453333333333326,1014.9166666666666,9.116666666666667,1.0,1.0,1,1,1
1,1,1.2439999999999998,0.1839999999999975,0.340999999999994,0.26600000000000534,1,0,0,1.0,1.0,9392,0,63.65,69.14333333333333,1013.2333333333332,4.8,1.0,1.0,1,1,1
1,1,0.04799999999998761,0.14200000000001012,0.07699999999999818,0.16100000000000136,0,0,1,1.0,1.0,9406,0,71.2,58.791666666666664,1009.5833333333334,4.716666666666667,1.0,1.0,1,1,1
0,1,0.24099999999999966,0.13100000000000023,0.04399999999999693,0.012000000000000455,0,0,1,1.0,1.0,9413,1,70.8,58.678333333333335,1017.8833333333333,10.700000000000001,1.0,1.0,1,1,1
0,0,0.002999999999985903,0.08200000000000784,0.21099999999999852,0.0660000000000025,0,0,1,0.0,0.0,14076,0,84.45,35.61166666666667,1015.5500000000001,8.966666666666667,2.0,4.0,0,0,0
1,0,0.8199999999999932,0.05700000000000216,0.04200000000000159,0.06499999999999773,0,0,1,0.0,0.0,9418,0,60.96666666666667,66.73833333333333,1014.5333333333333,13.016666666666666,4.0,7.0,0,0,0
0,1,0.5369999999999919,0.18999999999999773,0.125,0.0870000000000033,0,0,1,1.0,1.0,9462,1,61.21666666666667,76.03666666666666,1007.7833333333333,13.15,1.0,1.0,1,1,1
0,0,0.01300000000000523,0.054000000000002046,0.30999999999998806,0.017000000000010118,0,0,1,0.0,0.0,10594,0,83.7,50.24666666666667,1021.5333333333333,6.233333333333333,4.0,5.0,1,0,0
0,1,0.07199999999998852,0.007000000000005002,0.20699999999999363,0.2150000000000034,0,0,0,0.0,0.0,10608,1,83.36666666666666,78.37333333333333,1009.25,5.166666666666667,3.0,5.0,1,1,1
1,0,0.5810000000000031,0.03499999999999659,0.049000000000006594,0.10800000000000409,0,0,0,1.0,1.0,9490,1,78.75,57.98166666666666,1016.3833333333333,8.733333333333333,1.0,1.0,1,1,1
1,0,0.4410000000000025,0.08600000000001273,0.06399999999999295,0.05500000000000682,0,0,0,1.0,1.0,9504,0,90.38333333333333,73.72,1010.4,5.95,1.0,1.0,1,1,1
0,1,0.13000000000000966,0.00899999999998613,0.08299999999999841,0.13400000000001455,1,0,0,0.0,0.0,9502,0,85.5,47.593333333333334,1011.1166666666667,12.416666666666666,3.0,6.0,0,0,0
0,0,0.06700000000000728,0.030000000000001137,0.11899999999999977,0.04099999999999682,1,0,0,0.0,0.0,9509,0,76.3,30.86833333333333,1013.9,5.116666666666666,3.0,7.0,0,0,0
1,1,0.29399999999999693,0.3229999999999933,0.043000000000006366,0.08199999999999363,1,0,0,1.0,1.0,9532,0,68.55,60.09166666666667,1018.9166666666666,12.466666666666667,1.0,1.0,1,1,1
1,1,0.04400000000001114,0.333999999999989,0.007999999999995566,0.12700000000000955,1,0,0,0.0,0.0,9530,0,63.15,48.69,1012.95,9.8,3.0,7.0,0,0,0
1,1,0.13900000000001,0.1979999999999933,0.006000000000000227,0.028000000000005798,0,0,0,1.0,1.0,9553,0,80.5,50.385,1014.7666666666668,10.083333333333334,1.0,1.0,1,1,1
0,0,0.22799999999999443,0.07800000000000296,0.02200000000000557,0.030000000000001137,0,0,0,1.0,1.0,9650,0,64.60000000000001,49.32666666666666,1017.5166666666668,5.666666666666667,1.0,1.0,1,1,1
1,1,0.3189999999999884,0.016000000000005343,0.03900000000000148,0.242999999999995,0,0,0,1.0,1.0,9657,0,78.2,51.54666666666666,1012.4333333333334,10.333333333333334,1.0,1.0,0,1,1
0,0,0.27000000000001023,0.08899999999999864,0.04099999999999682,0.12000000000000455,0,1,0,1.0,1.0,9672,0,68.5,48.43333333333334,1021.2666666666668,6.1499999999999995,1.0,1.0,0,0,0
1,1,0.0660000000000025,0.2259999999999991,0.19299999999999784,0.0040000000000048885,0,0,0,1.0,1.0,9686,0,69.46666666666667,55.75333333333333,1016.7166666666667,6.583333333333333,1.0,1.0,1,1,1
1,1,0.32200000000000273,0.16599999999999682,0.016999999999995907,0.10800000000000409,0,0,0,1.0,1.0,9700,0,65.91666666666667,69.14166666666667,1011.5,8.2,1.0,1.0,0,1,1
1,0,0.14100000000000534,0.07299999999999329,0.005000000000009663,0.13399999999998613,1,0,0,1.0,1.0,9714,0,84.21666666666667,56.004999999999995,1016.8166666666666,13.766666666666666,1.0,1.0,1,0,0
1,1,0.07399999999999807,0.017000000000010118,0.13299999999999557,0.26300000000000523,0,0,1,1.0,1.0,9728,0,74.86666666666666,58.296666666666674,1010.7833333333333,5.416666666666667,1.0,1.0,1,1,1
0,0,0.15400000000001057,0.09399999999999409,0.02400000000000091,0.0010000000000047748,0,0,1,0.0,0.0,9719,0,69.91666666666667,70.32666666666667,1018.7833333333333,7.016666666666667,2.0,2.0,1,1,1
0,1,0.0,0.021000000000000796,0.08199999999999363,0.07500000000000284,1,0,0,0.0,0.0,9611,1,60.68333333333334,80.71499999999999,997.5,3.766666666666667,4.0,7.0,1,0,0
0,0,0.020000000000010232,0.2979999999999876,0.0020000000000095497,0.027999999999991587,0,0,1,0.0,0.0,8989,0,73.51666666666667,61.73166666666666,1015.1833333333334,9.633333333333333,3.0,3.0,0,0,0
0,1,0.4040000000000106,0.12199999999999989,0.01099999999999568,0.05200000000000671,0,0,1,1.0,1.0,9770,0,82.61666666666667,40.31333333333333,1006.3833333333333,12.549999999999999,1.0,1.0,1,1,0
0,0,0.17099999999999227,0.04000000000000625,0.17300000000000182,0.033999999999991815,0,0,1,0.0,0.0,9639,1,61.51666666666667,63.03333333333333,1008.65,9.183333333333334,4.0,7.0,0,0,0
